一个顶俩 yi'ge'ding'lia
刀笔贾竖 dao'bi'gu'shu
波骇云属 bo'hai'yun'shu
娱心悦目 yu'xin'yue'mu
豁然雾解 huo'ran'wu'jie
风尘之声 feng'chen'zhi'sheng
朱唇榴齿 zhu'chun'liu'chi
头痛治头足痛治足 tou'tong'zhi'tou'zu'tong'zhi'zu
四亭八当 si'ting'ba'dang
孤立寡与 gu'li'gua'yu
擒奸讨暴 qin'jian'tao'bao
堕溷飘茵 duo'hun'piao'yin
法不传六 fa'bu'chuan'liu
秉钧持轴 bing'jun'chi'zhou
枪林刀树 qiang'lin'dao'shu
积日累劳 ji'ri'lei'lao
鼎鱼幕燕 ding'yu'mu'yan
调三惑四 diao'san'huo'si
韩海苏潮 han'hai'su'chao
大匠不斫 da'jiang'bu'zhuo
引领企踵 yin'ling'qi'zhong
大计小用 da'ji'xiao'yong
力疾从事 li'ji'cong'shi
弹丝品竹 dan'si'pin'zhu
以蚓投鱼 yi'yin'tou'yu
穷源竟委 qiong'yuan'jing'wei
粝食粗餐 li'shi'cu'can
主守自盗 zhu'shou'zi'dao
雄材大略 xiong'cai'da'e
金书铁券 jin'shu'tie'quan
乐退安贫 le'tui'an'pin
攻大磨坚 gong'da'mo'jian
龙鬼蛇神 long'gui'she'shen
行香挂牌 xing'xiang'gua'pai
念念不释 nian'nian'bu'shi
言听事行 yan'ting'shi'xing
一鳞片甲 yi'lin'pian'jia
咄嗟叱咤 duo'jie'chi'zha
柳眉剔竖 liu'mei'ti'shu
架屋叠床 jia'wu'die'chuang
扶东倒西 fu'dong'dao'xi
蹑影潜踪 nie'ying'qian'zong
蚕绩蟹匡 can'ji'xie'kuang
丛轻折轴 cong'qing'zhe'zhou
努牙突嘴 nu'ya'tu'zui
牛马易头 niu'ma'yi'tou
守道安贫 shou'dao'an'pin
蝇名蜗利 ying'ming'wo'li
栉风酾雨 zhi'feng'shai'yu
黄锺毁弃 huang'zhong'hui'qi
连宵彻曙 lian'xiao'che'shu
心忙意急 xin'mang'yi'ji
群蚁溃堤 qun'yi'kui'di
负重吞污 fu'zhong'tun'wu
描神画鬼 miao'shen'hua'gui
柔茹刚吐 rou'ru'gang'tu
烽火连年 feng'huo'lian'nian
日已三竿 ri'yi'san'gan
顿足捩耳 dun'zu'lie'er
兵不污刃 bing'bu'wu'ren
齿豁头童 chi'huo'tou'tong
拽布拖麻 ye'bu'tuo'ma
得婿如龙 de'xu'ru'long
鞍马劳困 an'ma'lao'kun
汗青头白 han'qing'tou'bai
辞穷理屈 ci'qiong'li'qu
论长说短 lun'zhang'shuo'duan
心绪恍惚 xin'xu'huang'hu
悬疣附赘 xuan'you'fu'zhui
斗酒双柑 dou'jiu'shuanggan'gan
不遗寸长 bu'yi'cun'zhang
可操左券 ke'cao'zuo'quan
云合景从 yun'he'jing'cong
孔怀兄弟 kong'huai'xiong'di
就深就浅 jiu'shen'jiu'qian
一代谈宗 yi'dai'tan'zong
不遑枚举 bu'huang'mei'ju
羝乳得归 di'ru'de'gui
贿货公行 hui'huo'gong'xing
廉隅细谨 lian'yu'xi'jin
狗口里生不出象牙 gou'kou'li'sheng'bu'chu'xiang'ya
河汉江淮 he'han'jiang'huai
抱宝怀珍 bao'bao'huai'zhen
匡时济俗 kuang'shi'ji'su
学如穿井 xue'ru'chuan'jing
男室女家 nan'shi'nv'jia
皂丝麻线 zao'si'ma'xian
使酒骂坐 shi'jiu'ma'zuo
叶瘦花残 ye'shou'hua'can
窥伺效慕 kui'ci'xiao'mu
遗哂大方 yi'shen'da'fang
还乡昼锦 hai'xiang'zhou'jin
焦唇干舌 jiao'chun'gan'she
貌是心非 mao'shi'xin'fei
昼想夜梦 zhou'xiang'ye'meng
委肉虎蹊 wei'rou'hu'qi
绝渡逢舟 jue'du'feng'zhou
束手就殪 shu'shou'jiu'yi
冬烘头脑 dong'hong'tou'nao
七洞八孔 qi'dong'ba'kong
水阔山高 shui'kuo'shan'gao
钳口不言 qian'kou'bu'yan
星离月会 xing'li'yue'hui
北叟失马 bei'sou'shi'ma
弄影团风 nong'ying'tuan'feng
数短论长 shu'duan'lun'zhang
头痒搔跟 tou'yang'sao'gen
弄眉挤眼 nong'mei'ji'yan
鼎成龙去 ding'cheng'long'qu
追风蹑影 zhui'feng'nie'ying
改而更张 gai'er'geng'zhang
胆小如鼷 dan'xiao'ru'xi
下比有余 xia'bi'you'yu
敬贤爱士 jing'xian'ai'shi
分浅缘薄 fen'qian'yuan'bao
俭存奢失 jian'cun'she'shi
与受同科 yu'shou'tong'ke
单丁之身 dan'ding'zhi'shen
木落归本 mu'luo'gui'ben
此发彼应 ci'fa'bi'ying
巧思成文 qiao'si'cheng'wen
才识有余 cai'shi'you'yu
方员可施 fang'yuan'ke'shi
骨软肉酥 gu'ruan'rou'su
另楚寒巫 ling'chu'han'wu
名士夙儒 ming'shi'su'ru
援鳖失龟 yuan'bie'shi'gui
倚门傍户 yi'men'bang'hu
龙隐弓坠 long'yin'gong'zhui
穷贵极富 qiong'gui'ji'fu
易如破竹 yi'ru'po'zhu
懒不自惜 lan'bu'zi'xi
明火持杖 ming'huo'chi'zhang
傍观者审当局者迷 bang'guan'zhe'shen'dang'ju'zhe'mi
餐风宿草 can'feng'su'cao
餐松饮涧 can'song'yin'jian
毒手尊拳 du'shou'zun'quan
将门无犬子 jiang'men'wu'quan'zi
澡垢索疵 zao'gou'suo'ci
无形之罪 wu'xing'zhi'zui
桑土之谋 sang'tu'zhi'mou
萍踪靡定 ping'zong'mi'ding
参辰日月 can'chen'ri'yue
蝶使蜂媒 die'shi'feng'mei
善体下情 shan'ti'xia'qing
鸡豚同社 ji'tun'tong'she
砥身砺行 di'shen'li'xing
涎眉邓眼 xian'mei'deng'yan
不一其人 bu'yi'qi'ren
斗艳争妍 dou'yan'zheng'yan
枉口嚼舌 wang'kou'jue'she
流连忘反 liu'lian'wang'fan
韬神晦迹 tao'shen'hui'ji
举一废百 ju'yi'fei'bai
梧鼠技穷 wu'shu'ji'qiong
鬼瞰高明 gui'kan'gao'ming
离析涣奔 li'xi'huan'ben
饥鹰饿虎 ji'ying'e'hu
锐挫望绝 rui'cuo'wang'jue
冰炭不投 bing'tan'bu'tou
认妄为真 ren'wang'wei'zhen
一孔不达 yi'kong'bu'da
断壁残璋 duan'bi'can'zhang
百举百捷 bai'ju'bai'jie
反掖之寇 fan'ye'zhi'kou
沐仁浴义 mu'ren'yu'yi
日长一线 ri'zhang'yi'xian
挨风缉缝 ai'feng'ji'feng
叱石成羊 chi'shi'cheng'yang
阿鼻叫唤 a'bi'jiao'huan
赴险如夷 fu'xian'ru'yi
没颜落色 mei'yan'luo'se
挂冠求去 gua'guan'qiu'qu
一十八层地狱 yi'shi'ba'ceng'di'yu
标同伐异 biao'tong'fa'yi
鸟惊鼠窜 niao'jing'shu'cuan
枕经籍书 zhen'jing'ji'shu
玉友金昆 yu'you'jin'kun
使心用幸 shi'xin'yong'xing
石火光阴 shi'huo'guang'yin
璇霄丹阙 xuan'xiao'dan'que
腼颜天壤 mian'yan'tian'rang
匡救弥缝 kuang'jiu'mi'feng
冰释理顺 bing'shi'li'shun
葵藿之心 kui'huo'zhi'xin
挠直为曲 nao'zhi'wei'qu
愧汗无地 kui'han'wu'di
含垢弃瑕 han'gou'qi'xia
挑唇料嘴 tiao'chun'liao'zui
鸣钟列鼎 ming'zhong'lie'ding
雀鼠之争 que'shu'zhi'zheng
一而二二而三 yi'er'er'er'er'san
三鹿郡公 san'lu'jun'gong
齐名并价 qi'ming'bing'jia
成群作队 cheng'qun'zuo'dui
冲冠眦裂 chong'guan'zi'lie
以言徇物 yi'yan'xun'wu
咂嘴舔唇 za'zui'tian'chun
水枯石烂 shui'ku'shi'lan
诞妄不经 dan'wang'bu'jing
碧血红心 bi'xue'hong'xin
规行矩止 gui'xing'ju'zhi
一举两全 yi'ju'liang'quan
铺谋定计 pu'mou'ding'ji
事无三不成 shi'wu'san'bu'cheng
季路一言 ji'lu'yi'yan
拔萃出群 ba'cui'chu'qun
位卑言高 wei'bei'yan'gao
众星攒月 zhong'xing'zan'yue
凤协鸾和 feng'xie'luan'he
一日三月 yi'ri'san'yue
朝梁暮晋 chao'liang'mu'jin
东完西缺 dong'wan'xi'que
效颦学步 xiao'pin'xue'bu
鸿毳沉舟 hong'cui'chen'zhou
人心如秤 ren'xin'ru'cheng
拯溺扶危 zheng'ni'fu'wei
拽耙扶犁 ye'ba'fu'li
大煞风趣 da'sha'feng'qu
平地起孤丁 ping'di'qi'gu'ding
栉沐风雨 zhi'mu'feng'yu
除尘涤垢 chu'chen'di'gou
怵惕恻隐 chu'ti'ce'yin
久惯老诚 jiu'guan'lao'cheng
养儿防老积谷防饥 yang'r'fang'lao'ji'gu'fang'ji
钩元摘秘 gou'yuan'zhai'mi
先自隗始 xian'zi'kui'shi
荣膺鹗荐 rong'ying'e'jian
循环无端 xun'huan'wu'duan
东逃西散 dong'tao'xi'san
撅坑撅堑 jue'keng'jue'qian
相惊伯有 xiang'jing'bo'you
纪纲人伦 ji'gang'ren'lun
朝前夕惕 chao'qian'xi'ti
蕙折兰摧 hui'zhe'lan'cui
当门抵户 dang'men'di'hu
沤珠槿艳 ou'zhu'jin'yan
盲翁扪钥 mang'weng'men'yao
讳树数马 hui'shu'shu'ma
势若脱兔 shi'ruo'tuo'tu
骈肩累足 pian'jian'lei'zu
琪花玉树 qi'hua'yu'shu
喷唾成珠 pen'tuo'cheng'zhu
报仇泄恨 bao'chou'xie'hen
材高知深 cai'gao'zhi'shen
南面王乐 nan'mian'wang'le
讽一劝百 feng'yi'quan'bai
解骖推食 jie'can'tui'shi
强宗右姓 qiang'zong'you'xing
家见户说 jia'jian'hu'shuo
嫉恶若仇 ji'e'ruo'chou
玉碎香残 yu'sui'xiang'can
井管拘墟 jing'guan'ju'xu
蒲鞭之政 pu'bian'zhi'zheng
天年不遂 tian'nian'bu'sui
卖狗悬羊 mai'gou'xuan'yang
当家理纪 dang'jia'li'ji
潜骸窜影 qian'hai'cuan'ying
芒然自失 mang'ran'zi'shi
矢无虚发 shi'wu'xu'fa
盛德遗范 sheng'de'yi'fan
凿坏而遁 zao'huai'er'dun
白鱼登舟 bai'yu'deng'zhou
揆理度情 kui'li'du'qing
片接寸附 pian'jie'cun'fu
求浆得酒 qiu'jiang'de'jiu
避烦斗捷 bi'fan'dou'jie
赏善罚淫 shang'shan'fa'yin
抱椠怀铅 bao'qian'huai'qian
鼻肿眼青 bi'zhong'yan'qing
松枝挂剑 song'zhi'gua'jian
鬼泣神号 gui'qi'shen'hao
藏形匿影 cang'xing'ni'ying
村学究语 cun'xue'jiu'yu
淹会贯通 yan'hui'guan'tong
隔阔相思 ge'kuo'xiang'si
左右图史 zuo'you'tu'shi
富埒王侯 fu'lie'wang'hou
风魔九伯 feng'mo'jiu'bo
钓名拾紫 diao'ming'shi'zi
三汤两割 san'tang'liang'ge
倒屣迎宾 dao'xi'ying'bin
通时达变 tong'shi'da'bian
龙腾凤集 long'teng'feng'ji
狐媚猿攀 hu'mei'yuan'pan
凌弱暴寡 ling'ruo'bao'gua
炊粱跨卫 chui'liang'kua'wei
掉舌鼓唇 diao'she'gu'chun
瑜百瑕一 yu'bai'xia'yi
昏镜重明 hun'jing'zhong'ming
鹤行鸭步 he'xing'ya'bu
风声目色 feng'sheng'mu'se
随车甘雨 sui'che'gan'yu
引绳排根 yin'sheng'pai'gen
鲸吸牛饮 jing'xi'niu'yin
太山北斗 tai'shan'bei'dou
干愁万斛 gan'chou'wan'hu
出奴入主 chu'nu'ru'zhu
法出一门 fa'chu'yi'men
孤恩负德 gu'en'fu'de
短吁长叹 duan'xu'zhang'tan
花月之身 hua'yue'zhi'shen
遗文逸句 yi'wen'yi'ju
纠缪绳违 jiu'miao'sheng'wei
沤浮泡影 ou'fu'pao'ying
饰智矜愚 shi'zhi'guan'yu
兵败将亡 bing'bai'jiang'wang
播糠眯目 bo'kang'mi'mu
词言义正 ci'yan'yi'zheng
晋惠闻蛙 jin'hui'wen'wa
八难三灾 ba'nan'san'zai
百折不摧 bai'zhe'bu'cui
贫女分光 pin'nv'fen'guang
触机便发 chu'ji'bian'fa
不露形色 bu'lu'xing'se
江翻海扰 jiang'fan'hai'rao
文章宗工 wen'zhang'zong'gong
镂骨铭肌 lou'gu'ming'ji
迂阔之论 yu'kuo'zhi'lun
金瓶落井 jin'ping'luo'jing
指空话空 zhi'kong'hua'kong
重雍袭熙 zhong'yong'xi'xi
呼群结党 hu'qun'jie'dang
望空捉影 wang'kong'zhuo'ying
水底摸月 shui'di'mo'yue
迷恋骸骨 mi'lian'hai'gu
逾淮之橘 yu'huai'zhi'ju
风流旖旎 feng'liu'yi'ni
拣精拣肥 jian'jing'jian'fei
彻心彻骨 che'xin'che'gu
韩令偷香 han'ling'tou'xiang
风清月皎 feng'qing'yue'jiao
见之不取思之千里 jian'zhi'bu'qu'si'zhi'qian'li
承天之祜 cheng'tian'zhi'hu
继绝兴亡 ji'jue'xing'wang
鸦飞鹊乱 ya'fei'que'luan
改弦易调 gai'xian'yi'diao
压肩叠背 ya'jian'die'bei
别具手眼 bie'ju'shou'yan
醉吐相茵 zui'tu'xiang'yin
白昼见鬼 bai'zhou'jian'gui
裒敛无厌 pou'lian'wu'yan
低唱浅酌 di'chang'qian'zhuo
分浅缘悭 fen'qian'yuan'qian
暗锤打人 an'chui'da'ren
桑中之喜 sang'zhong'zhi'xi
怙终不悛 hu'zhong'bu'quan
断事以理 duan'shi'yi'li
道不掇遗 dao'bu'duo'yi
桂枝片玉 gui'zhi'pian'yu
求忠出孝 qiu'zhong'chu'xiao
民不安枕 min'bu'an'zhen
凿空取办 zao'kong'qu'ban
首尾相卫 shou'wei'xiang'wei
龙威燕颔 long'wei'yan'han
百金之士 bai'jin'zhi'shi
负薪之才 fu'xin'zhi'cai
穷泉朽壤 qiong'quan'xiu'rang
横祸飞来 heng'huo'fei'lai
指囷相赠 zhi'qun'xiang'zeng
百福具臻 bai'fu'ju'zhen
愁海无涯 chou'hai'wu'ya
息怒停瞋 xi'nu'ting'chen
鉴机识变 jian'ji'shi'bian
破脑刳心 po'nao'ku'xin
刮楹达乡 gua'ying'da'xiang
强识博闻 qiang'shi'bo'wen
山河襟带 shan'he'jin'dai
力能胜贫 li'neng'sheng'pin
张徨失措 zhang'huang'shi'cuo
重床迭屋 zhong'chuangdie'die'wu
分文不直 fen'wen'bu'zhi
批其逆鳞 pi'qi'ni'lin
千古同慨 qian'gu'tong'kai
运开时泰 yun'kai'shi'tai
欲盖而彰 yu'gai'er'zhang
杯蛇鬼车 bei'she'gui'che
池鱼幕燕 chi'yu'mu'yan
老成稳练 lao'cheng'wen'lian
螳螂拒辙 tang'lang'ju'zhe
鹬蚌相危 yu'bang'xiang'wei
三衅三浴 san'xin'san'yu
长驱径入 zhang'qu'jing'ru
权豪势要 quan'hao'shi'yao
同心一力 tong'xin'yi'li
南阳三葛 nan'yang'san'ge
高枕不虞 gao'zhen'bu'yu
饥驱叩门 ji'qu'kou'men
沐猴衣冠 mu'hou'yi'guan
神区鬼奥 shen'qu'gui'ao
悖逆不轨 bei'ni'bu'gui
肤不生毛 fu'bu'sheng'mao
铁面枪牙 tie'mian'qiang'ya
道不举遗 dao'bu'ju'yi
擦油抹粉 ca'you'mo'fen
励志如冰 li'zhi'ru'bing
敬恭桑梓 jing'gong'sang'zi
老虎头上扑苍蝇 lao'hu'tou'shang'pu'cang'ying
偏三向四 pian'san'xiang'si
名利之境 ming'li'zhi'jing
锦囊佳句 jin'nang'jia'ju
家散人亡 jia'san'ren'wang
粗心大气 cu'xin'da'qi
悖言乱辞 bei'yan'luan'ci
让逸竞劳 rang'yi'jing'lao
视死如饴 shi'si'ru'yi
雅人清致 ya'ren'qing'zhi
赫然而怒 he'ran'er'nu
铁石心肝 tie'shi'xin'gan
涓滴不遗 juan'di'bu'yi
哗世动俗 hua'shi'dong'su
蹉跎日月 cuo'tuo'ri'yue
箕引裘随 ji'yin'qiu'sui
重关击柝 zhong'guan'ji'tuo
道殣相属 dao'jin'xiang'shu
遂非文过 sui'fei'wen'guo
渑池之功 mian'chi'zhi'gong
斗筲之材 dou'shao'zhi'cai
横遮竖挡 heng'zhe'shu'dang
霄壤之殊 xiao'rang'zhi'shu
移日卜夜 yi'ri'bo'ye
才调无伦 cai'diao'wu'lun
沂水舞雩 yi'shui'wu'yu
奸同鬼蜮行若狐鼠 jian'tong'gui'yu'xing'ruo'hu'shu
旁蹊曲径 pang'qi'qu'jing
一暝不视 yi'ming'bu'shi
荣谐伉俪 rong'xie'kang'li
通计熟筹 tong'ji'shu'chou
杞国之忧 qi'guo'zhi'you
繁刑重敛 fan'xing'zhong'lian
同音共律 tong'yin'gong'lv
文章宗匠 wen'zhang'zong'jiang
出山济世 chu'shan'ji'shi
摩肩接毂 mo'jian'jie'gu
劳民动众 lao'min'dong'zhong
垂头塌翼 chui'tou'ta'yi
一尘不缁 yi'chen'bu'zi
舍己芸人 she'ji'yun'ren
报冰公事 bao'bing'gong'shi
方凿圆枘 fang'zao'yuan'rui
燕额虎头 yan'e'hu'tou
压雪求油 ya'xue'qiu'you
断弦再续 duan'xian'zai'xu
束广就狭 shu'guang'jiu'xia
骚情赋骨 sao'qing'fu'gu
登高履危 deng'gao'lv'wei
月坠花折 yue'zhui'hua'zhe
鞭不及腹 bian'bu'ji'fu
茅封草长 mao'feng'cao'zhang
揽权怙势 lan'quan'hu'shi
百不为多一不为少 bai'bu'wei'duo'yi'bu'wei'shao
嗫嚅小儿 nie'ru'xiao'r
豪奢放逸 hao'she'fang'yi
翘首引领 qiao'shou'yin'ling
达官贵要 da'guan'gui'yao
空大老脬 kong'da'lao'pao
遣愁索笑 qian'chou'suo'xiao
耻言人过 chi'yan'ren'guo
投袂援戈 tou'mei'yuan'ge
云屯星聚 yun'tun'xing'ju
大受小知 da'shou'xiao'zhi
反复不常 fan'fu'bu'chang
目别汇分 mu'bie'hui'fen
计日以期 ji'ri'yi'qi
河清人寿 he'qing'ren'shou
洽博多闻 qia'bo'duo'wen
倒箧倾囊 dao'qie'qing'nang
虽死之日犹生之年 sui'si'zhi'ri'you'sheng'zhi'nian
闭目塞聪 bi'mu'sai'cong
膏梁锦绣 gao'liang'jin'xiu
高才绝学 gao'cai'jue'xue
晦盲否塞 hui'mang'fou'sai
东怒西怨 dong'nu'xi'yuan
今月古月 jin'yue'gu'yue
轻徙鸟举 qing'xi'niao'ju
布天盖地 bu'tian'gai'di
谨终慎始 jin'zhong'shen'shi
散带衡门 san'dai'heng'men
狩岳巡方 shou'yue'xun'fang
涉艰履危 she'jian'lv'wei
十万火速 shi'wan'huo'su
文修武备 wen'xiu'wu'bei
痴鼠拖姜 chi'shu'tuo'jiang
避影敛迹 bi'ying'lian'ji
迷离徜恍 mi'li'chang'huang
去梯之言 qu'ti'zhi'yan
一箪一瓢 yi'dan'yi'piao
胡诌乱道 hu'zhou'luan'dao
挥霍谈笑 hui'huo'tan'xiao
爱之必以其道 ai'zhi'bi'yi'qi'dao
貂狗相属 diao'gou'xiang'shu
赏贤使能 shang'xian'shi'neng
放情丘壑 fang'qing'qiu'he
张甲李乙 zhang'jia'li'yi
理冤摘伏 li'yuan'zhai'fu
克奏肤功 ke'zou'fu'gong
例行差事 li'xing'cha'shi
钻火得冰 zuan'huo'de'bing
将取固予 jiang'qu'gu'yu
汗流浃体 han'liu'jia'ti
有根有苗 you'gen'you'miao
抱屈含冤 bao'qu'han'yuan
同门异户 tong'men'yi'hu
蜂出并作 feng'chu'bing'zuo
剜肉生疮 wan'rou'sheng'chuang
革图易虑 ge'tu'yi'lv
后实先声 hou'shi'xian'sheng
洞见底里 dong'jian'di'li
救过补阙 jiu'guo'bu'que
齿牙之猾 chi'ya'zhi'hua
剩山残水 sheng'shan'can'shui
安详恭敬 an'xiang'gong'jing
面从背言 mian'cong'bei'yan
抃风舞润 bian'feng'wu'run
兔死凫举 tu'si'fu'ju
正色敢言 zheng'se'gan'yan
纯一不杂 chun'yi'bu'za
红丝待选 hong'si'dai'xuan
蔽美扬恶 bi'mei'yang'e
沧海一鳞 cang'hai'yi'lin
虚骄恃气 xu'jiao'shi'qi
衣冠土枭 yi'guan'tu'xiao
蠹政病民 du'zheng'bing'min
龟厌不告 gui'yan'bu'gao
将顺匡救 jiang'shun'kuang'jiu
炳炳凿凿 bing'bing'zao'zao
泪如泉滴 lei'ru'quan'di
珍藏密敛 zhen'cang'mi'lian
桑枢瓮牖 sang'shu'weng'you
扛鼎抃牛 kang'ding'bian'niu
还年驻色 hai'nian'zhu'se
避嫌守义 bi'xian'shou'yi
寻壑经丘 xun'he'jing'qiu
日省月课 ri'sheng'yue'ke
金石之策 jin'shi'zhi'ce
火齐木难 huo'qi'mu'nan
临危致命 lin'wei'zhi'ming
造作矫揉 zao'zuo'jiao'rou
问官答花 wen'guan'da'hua
盛气临人 sheng'qi'lin'ren
雌黄黑白 ci'huang'hei'bai
默转潜移 mo'zhuan'qian'yi
确固不拔 que'gu'bu'ba
三头二面 san'tou'er'mian
翻唇弄舌 fan'chun'nong'she
同力协契 tong'li'xie'qi
鱼尾雁行 yu'wei'yan'xing
劳心苦力 lao'xin'ku'li
在陈之厄 zai'chen'zhi'e
路绝人稀 lu'jue'ren'xi
照萤映雪 zhao'ying'ying'xue
进思尽忠退思补过 jin'si'jin'zhong'tui'si'bu'guo
苴茅焘土 ju'mao'dao'tu
道殣相枕 dao'jin'xiang'zhen
灰头草面 hui'tou'cao'mian
抱素怀朴 bao'su'huai'pu
辜恩负义 gu'en'fu'yi
入乡随乡 ru'xiang'sui'xiang
挑精拣肥 tiao'jing'jian'fei
后者处上 hou'zhe'chu'shang
眼高手生 yan'gao'shou'sheng
口腹自役 kou'fu'zi'yi
源殊派异 yuan'shu'pai'yi
钻故纸堆 zuan'gu'zhi'dui
高阳公子 gao'yang'gong'zi
看风行船 kan'feng'xing'chuan
厚施薄望 hou'shi'bao'wang
诫莫如豫 jie'mo'ru'yu
豺狼横道 chai'lang'heng'dao
灸艾分痛 jiu'ai'fen'tong
魂消魄散 hun'xiao'po'san
救黥医劓 jiu'qing'yi'yi
鼓吹喧阗 gu'chui'xuan'tian
同心僇力 tong'xin'lu'li
神牵鬼制 shen'qian'gui'zhi
炊砂作饭 chui'sha'zuo'fan
鸾胶再续 luan'jiao'zai'xu
持权合变 chi'quan'he'bian
神竦心惕 shen'song'xin'ti
二心两意 er'xin'liang'yi
年迫桑榆 nian'po'sang'yu
以终天年 yi'zhong'tian'nian
伯道之嗟 bo'dao'zhi'jie
辞严气正 ci'yan'qi'zheng
龙去鼎湖 long'qu'ding'hu
恋酒贪花 lian'jiu'tan'hua
江东独步 jiang'dong'du'bu
挂肠悬胆 gua'chang'xuan'dan
百卉含英 bai'hui'han'ying
披肝糜胃 pi'gan'mei'wei
有三有俩 you'san'you'lia
狼顾鸱跱 lang'gu'chi'zhi
狼猛蜂毒 lang'meng'feng'du
邹缨齐紫 zou'ying'qi'zi
托公行私 tuo'gong'xing'si
年经国纬 nian'jing'guo'wei
铮铮佼佼 zheng'zheng'jiao'jiao
庙堂伟器 miao'tang'wei'qi
嵬目鸿耳 wei'mu'hong'er
凤表龙姿 feng'biao'long'zi
礼之用和为贵 li'zhi'yong'he'wei'gui
色胆如天 se'dan'ru'tian
挥涕增河 hui'ti'zeng'he
愁眉苦目 chou'mei'ku'mu
旦夕之费 dan'xi'zhi'fei
铢寸累积 zhu'cun'lei'ji
无往不克 wu'wang'bu'ke
体无完皮 ti'wu'wan'pi
掎摭利病 ji'zhi'li'bing
门单户薄 men'dan'hu'bao
出门应辙 chu'men'ying'zhe
句比字栉 ju'bi'zi'zhi
眠霜卧雪 mian'shuang''xue
鸦没鹊静 ya'mei'que'jing
轻重之短 qing'zhong'zhi'duan
让三让再 rang'san'rang'zai
挑三拨四 tiao'san'bo'si
敢为敢做 gan'wei'gan'zuo
狗头鼠脑 gou'tou'shu'nao
杜门自绝 du'men'zi'jue
槁项没齿 gao'xiang'mei'chi
积基树本 ji'ji'shu'ben
宵旰焦劳 xiao'gan'jiao'lao
带减腰围 dai'jian'yao'wei
禾黍故宫 he'shu'gu'gong
一室生春 yi'shi'sheng'chun
矫心饰貌 jiao'xin'shi'mao
一子出家七祖升天 yi'zi'chu'jia'qi'zu'sheng'tian
油渍麻花 you'zi'ma'hua
倦尾赤色 juan'wei'chi'se
破涕成笑 po'ti'cheng'xiao
捐躯摩顶 juan'qu'mo'ding
家传户颂 jia'chuan'hu'song
斗转参斜 dou'zhuan'can'xie
戴发含牙 dai'fa'han'ya
无拘无缚 wu'ju'wu'fu
百岁之盟 bai'sui'zhi'meng
刮腹湔肠 gua'fu'jian'chang
简丝数米 jian'si'shu'mi
恩深爱重 en'shen'ai'zhong
亿辛万苦 yi'xin'wan'ku
出神入定 chu'shen'ru'ding
田月桑时 tian'yue'sang'shi
面面皆到 mian'mian'jie'dao
浮笔浪墨 fu'bi'lang'mo
萧曹避席 xiao'cao'bi'xi
风驰电赴 feng'chi'dian'fu
釜中生尘 fu'zhong'sheng'chen
双足重茧 shuangzu'zu'zhong'jian
日昃旰食 ri'ze'gan'shi
不食马肝 bu'shi'ma'gan
快刀斩乱丝 kuai'dao'zhan'luan'si
渴而掘井 ke'er'jue'jing
言者谆谆听者藐藐 yan'zhe'zhun'zhun'ting'zhe'miao'miao
君子之过 jun'zi'zhi'guo
鸿翔鸾起 hong'xiang'luan'qi
改口沓舌 gai'kou'da'she
财殚力尽 cai'dan'li'jin
桂折兰摧 gui'zhe'lan'cui
遂迷忘反 sui'mi'wang'fan
言行信果 yan'xing'xin'guo
融液贯通 rong'ye'guan'tong
进退荣辱 jin'tui'rong'ru
深扃固钥 shen'jiong'gu'yao
开来继往 kai'lai'ji'wang
伏首贴耳 fu'shou'tie'er
代越庖俎 dai'yue'pao'zu
破甑生尘 po'zeng'sheng'chen
雕肝掐肾 diao'gan'qia'shen
披毛索靥 pi'mao'suo'ye
满脸春色 man'lian'chun'se
杖履相从 zhang'lv'xiang'cong
商羊鼓舞 shang'yang'gu'wu
二竖为祟 er'shu'wei'sui
逼真逼肖 bi'zhen'bi'xiao
欢忭鼓舞 huan'bian'gu'wu
邈若河山 miao'ruo'he'shan
内忧外侮 nei'you'wai'wu
下乔迁谷 xia'qiao'qian'gu
一倡一和 yi'chang'yi'he
攒眉蹙额 zan'mei'cu'e
不记前仇 bu'ji'qian'chou
琼台玉宇 qiong'tai'yu'yu
保纳舍藏 bao'na'she'cang
从心之年 cong'xin'zhi'nian
泰山梁木 tai'shan'liang'mu
侏儒观戏 zhu'ru'guan'xi
乘敌之隙 cheng'di'zhi'xi
欢苗爱叶 huan'miao'ai'ye
沦浃肌髓 lun'jia'ji'sui
覆车之戒 fu'che'zhi'jie
留中不出 liu'zhong'bu'chu
祸中有福 huo'zhong'you'fu
启宠纳侮 qi'chong'na'wu
蓬屋生辉 peng'wu'sheng'hui
唐哉皇哉 tang'zai'huang'zai
衔玉贾石 xian'yu'gu'shi
画龙不成反为狗 hua'long'bu'cheng'fan'wei'gou
仙姿玉质 xian'zi'yu'zhi
涎玉沫珠 xian'yu'mo'zhu
阙一不可 que'yi'bu'ke
花簇锦攒 hua'cu'jin'zan
蜂蝶随香 feng'die'sui'xiang
韩信用兵多多益办 han'xin'yong'bing'duo'duo'yi'ban
漫诞不稽 man'dan'bu'ji
析交离亲 xi'jiao'li'qin
鄙言累句 bi'yan'lei'ju
搜肠润吻 sou'chang'run'wen
屎屁直流 shi'pi'zhi'liu
却老还童 que'lao'hai'tong
行险徼幸 xing'xian'jiao'xing
及门之士 ji'men'zhi'shi
安贫知命 an'pin'zhi'ming
